id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
32881;38;entrepreneur;married;basic.9y;unknown;no;yes;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32883;32;admin.;single;university.degree;no;no;no;cellular;aug;fri;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
32884;41;admin.;married;university.degree;unknown;yes;no;cellular;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;no
32886;39;admin.;married;high.school;unknown;yes;yes;cellular;mar;tue;1;999;0;nonexistent;-1.8;92.843;-50;1.51;5099.1;no
32887;30;admin.;single;university.degree;no;no;no;cellular;nov;fri;2;999;1;failure;-0.1;93.2;-42;4.021;5195.8;no
32888;48;management;married;university.degree;unknown;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
32889;24;services;single;high.school;no;unknown;unknown;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
32890;31;admin.;married;high.school;no;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
32891;29;blue-collar;single;unknown;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
32892;35;technician;married;professional.course;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
32893;30;admin.;divorced;university.degree;no;yes;yes;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
32895;25;management;single;university.degree;no;yes;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
32896;45;blue-collar;married;basic.4y;no;no;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32897;55;unknown;married;basic.4y;unknown;no;no;telephone;jun;fri;7;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
32898;33;admin.;married;high.school;no;yes;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
32899;53;technician;married;high.school;no;yes;no;cellular;jul;fri;3;999;0;nonexistent;-2.9;92.469;-33.6;1.059;5076.2;no
32900;37;admin.;married;university.degree;no;no;yes;cellular;aug;tue;1;999;1;failure;-2.9;92.201;-31.4;0.859;5076.2;no
32901;32;admin.;married;university.degree;no;no;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
32902;37;technician;married;high.school;unknown;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
32904;40;admin.;married;high.school;no;no;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
32906;41;technician;married;professional.course;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
32907;73;retired;divorced;basic.4y;no;yes;no;cellular;oct;mon;2;999;3;failure;-3.4;92.431;-26.9;0.731;5017.5;no
32909;42;admin.;married;university.degree;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32910;43;unemployed;married;basic.4y;no;no;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
32913;32;technician;married;high.school;no;no;no;cellular;may;wed;3;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
32914;26;student;single;basic.9y;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.264;5099.1;no
32915;40;blue-collar;married;unknown;no;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
32917;46;blue-collar;married;basic.4y;unknown;no;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
32918;46;housemaid;married;high.school;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32919;49;services;single;high.school;no;yes;no;cellular;jul;thu;6;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
32920;46;admin.;married;professional.course;no;no;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32921;33;admin.;married;university.degree;no;yes;no;telephone;jun;wed;5;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
32922;33;blue-collar;single;basic.4y;no;yes;yes;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
32923;33;self-employed;single;university.degree;no;no;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
32924;55;admin.;married;university.degree;no;yes;no;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
32925;47;blue-collar;divorced;basic.9y;no;yes;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
32926;38;self-employed;single;university.degree;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
32927;34;blue-collar;married;basic.9y;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32928;27;admin.;single;university.degree;no;no;no;cellular;jun;mon;3;999;0;nonexistent;-2.9;92.963;-40.8;1.281;5076.2;yes
32929;65;retired;married;basic.4y;no;no;yes;cellular;nov;tue;2;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5;no
32933;30;housemaid;married;professional.course;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
32934;37;blue-collar;married;high.school;no;yes;no;cellular;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
32936;30;technician;single;university.degree;no;no;yes;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
32937;50;blue-collar;married;basic.9y;no;no;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
32938;46;technician;single;university.degree;no;no;no;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
32939;59;admin.;divorced;professional.course;no;yes;no;telephone;aug;tue;1;999;1;failure;-2.9;92.201;-31.4;0.883;5076.2;no
32940;55;technician;married;basic.4y;no;no;yes;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
32941;25;admin.;single;university.degree;no;no;no;telephone;jun;mon;2;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no
32942;45;blue-collar;single;basic.9y;no;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
32943;32;admin.;single;university.degree;no;yes;no;cellular;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
32944;36;admin.;married;university.degree;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
32946;32;admin.;divorced;university.degree;no;yes;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
32948;34;management;married;university.degree;no;unknown;unknown;cellular;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
32949;27;technician;single;professional.course;no;yes;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
32950;34;self-employed;single;high.school;no;yes;no;cellular;nov;tue;4;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
32951;33;blue-collar;divorced;basic.9y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32952;59;retired;married;basic.4y;unknown;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32953;52;self-employed;married;basic.4y;unknown;no;yes;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
32954;41;admin.;single;university.degree;no;yes;no;cellular;nov;tue;5;999;1;failure;-0.1;93.2;-42;4.153;5195.8;no
32955;28;services;married;basic.9y;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
32956;27;self-employed;married;professional.course;no;no;no;telephone;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.663;5195.8;yes
32957;29;technician;single;high.school;no;yes;no;cellular;aug;fri;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
32958;31;blue-collar;married;basic.9y;unknown;yes;no;cellular;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;no
32959;25;blue-collar;married;basic.6y;unknown;no;no;cellular;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
32960;32;admin.;single;university.degree;no;no;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
32961;33;admin.;married;university.degree;no;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32962;41;management;married;university.degree;no;yes;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
32963;23;student;single;university.degree;no;yes;no;cellular;sep;fri;2;999;4;failure;-1.1;94.199;-37.5;0.879;4963.6;no
32964;29;admin.;single;university.degree;no;no;no;cellular;jul;thu;14;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
32965;27;admin.;single;high.school;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
32966;33;entrepreneur;married;high.school;no;yes;no;cellular;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
32967;34;admin.;single;university.degree;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32968;51;entrepreneur;married;professional.course;no;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
32970;42;technician;single;university.degree;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
32971;32;blue-collar;married;basic.6y;unknown;yes;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
32973;59;admin.;divorced;high.school;no;yes;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32974;49;technician;married;professional.course;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32975;25;services;married;high.school;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
32976;28;management;single;basic.9y;no;yes;no;cellular;may;thu;1;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;no
32977;40;housemaid;divorced;basic.6y;unknown;yes;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
32978;39;management;married;high.school;no;no;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
32979;50;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;yes
32981;35;blue-collar;single;basic.9y;no;no;yes;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
32982;28;admin.;single;high.school;no;no;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
32983;26;management;single;university.degree;no;no;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
32984;22;services;single;professional.course;no;yes;yes;cellular;sep;tue;1;3;2;success;-3.4;92.379;-29.8;0.755;5017.5;yes
32985;33;services;married;university.degree;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
32986;50;management;married;unknown;no;yes;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
32987;38;services;married;high.school;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
32988;30;technician;married;professional.course;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
32989;50;blue-collar;single;basic.9y;unknown;no;no;telephone;jun;mon;4;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
32994;31;admin.;single;high.school;no;yes;no;cellular;jul;wed;1;999;1;failure;-1.7;94.215;-40.3;0.84;4991.6;no
32998;29;admin.;single;unknown;no;yes;no;cellular;mar;mon;1;999;0;nonexistent;-1.8;93.369;-34.8;0.652;5008.7;yes
32999;51;admin.;married;university.degree;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;-2.9;92.201;-31.4;0.829;5076.2;yes
33000;31;blue-collar;single;basic.4y;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
33001;57;admin.;married;university.degree;no;yes;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
33002;56;management;married;university.degree;no;yes;yes;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42;4.12;5195.8;no
33004;50;housemaid;divorced;high.school;unknown;yes;no;telephone;jun;wed;4;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
33005;19;student;single;unknown;no;yes;no;telephone;apr;tue;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
33007;29;student;single;unknown;no;yes;no;cellular;apr;fri;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
33008;60;admin.;divorced;high.school;unknown;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
33009;42;management;single;university.degree;no;unknown;unknown;cellular;jun;mon;4;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no
33011;52;management;divorced;university.degree;no;yes;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
33012;25;management;single;basic.4y;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33015;48;blue-collar;married;basic.4y;no;no;no;cellular;may;wed;1;12;1;success;-1.8;92.893;-46.2;1.334;5099.1;no
33016;38;technician;single;professional.course;no;no;no;cellular;apr;mon;6;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
33017;24;services;single;professional.course;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33018;30;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
33022;46;management;married;basic.9y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33027;28;blue-collar;married;basic.6y;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
33028;27;technician;married;university.degree;no;yes;no;cellular;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
33029;23;student;single;high.school;no;no;no;telephone;nov;mon;2;999;0;nonexistent;-3.4;92.649;-30.1;0.722;5017.5;no
33030;53;admin.;married;university.degree;no;no;no;telephone;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33031;32;admin.;married;university.degree;no;yes;yes;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
33032;38;blue-collar;married;basic.6y;no;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
33033;39;blue-collar;married;basic.6y;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33038;57;retired;married;professional.course;no;unknown;unknown;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
33039;29;student;single;university.degree;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
33040;36;blue-collar;married;unknown;unknown;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
33041;38;blue-collar;married;basic.6y;no;unknown;unknown;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33042;42;admin.;single;basic.9y;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
33043;26;admin.;single;university.degree;no;no;no;cellular;aug;tue;1;15;1;success;-2.9;92.201;-31.4;0.883;5076.2;yes
33044;51;management;married;unknown;unknown;yes;yes;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
33046;38;services;divorced;basic.6y;no;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
33047;38;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
33048;53;technician;married;professional.course;unknown;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33049;48;blue-collar;married;basic.6y;unknown;yes;no;telephone;jun;fri;4;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
33050;39;technician;single;university.degree;no;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.259;5099.1;no
33055;37;admin.;married;high.school;unknown;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
33056;32;blue-collar;single;high.school;no;yes;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
33057;29;entrepreneur;married;high.school;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
33058;30;blue-collar;single;basic.9y;no;yes;no;cellular;may;wed;6;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
33059;24;services;single;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
33060;44;admin.;married;university.degree;no;yes;no;cellular;oct;mon;1;999;0;nonexistent;-1.1;94.601;-49.5;1;4963.6;yes
33061;39;admin.;single;university.degree;no;yes;no;telephone;mar;mon;1;999;1;failure;-1.8;93.369;-34.8;0.655;5008.7;yes
33063;35;technician;divorced;professional.course;no;no;no;cellular;jun;wed;1;13;2;failure;-1.7;94.055;-39.8;0.739;4991.6;no
33065;33;technician;single;university.degree;no;yes;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
33066;67;retired;married;basic.4y;no;yes;no;cellular;nov;thu;3;999;0;nonexistent;-3.4;92.649;-30.1;0.714;5017.5;no
33067;52;admin.;married;university.degree;no;yes;no;cellular;jun;fri;1;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;no
33068;48;unknown;married;basic.4y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33070;43;blue-collar;married;basic.6y;no;no;yes;cellular;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
33071;59;blue-collar;married;basic.9y;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
33072;37;services;married;basic.6y;no;no;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
33073;38;blue-collar;married;basic.9y;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
33074;34;technician;single;basic.9y;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;-1.7;94.027;-38.3;0.896;4991.6;no
33075;28;blue-collar;single;basic.9y;no;yes;yes;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.406;5099.1;no
33076;35;services;married;university.degree;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
33081;33;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
33082;20;student;single;basic.9y;no;yes;no;cellular;jul;thu;3;6;3;success;-1.7;94.215;-40.3;0.846;4991.6;yes
33084;75;retired;divorced;basic.9y;no;no;no;cellular;mar;mon;1;999;0;nonexistent;-1.8;92.843;-50;1.56;5099.1;no
33086;38;entrepreneur;married;university.degree;unknown;no;no;telephone;may;tue;11;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33087;45;blue-collar;married;basic.4y;unknown;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
33088;36;technician;divorced;professional.course;no;yes;yes;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33089;32;student;single;high.school;unknown;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33092;31;management;single;university.degree;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
33095;36;management;single;high.school;no;unknown;unknown;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
33096;32;blue-collar;divorced;basic.4y;no;no;no;cellular;apr;thu;4;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no
33097;41;technician;married;high.school;no;no;no;cellular;aug;thu;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
33099;50;technician;married;professional.course;no;yes;no;telephone;jun;tue;5;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
33100;37;admin.;married;high.school;no;yes;no;cellular;apr;thu;1;2;1;success;-1.8;93.075;-47.1;1.365;5099.1;no
33102;35;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
33104;48;admin.;divorced;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
33107;50;technician;single;professional.course;no;yes;yes;cellular;jun;thu;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no
33110;27;blue-collar;married;basic.4y;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
33111;52;technician;single;professional.course;unknown;no;no;telephone;may;thu;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
33113;32;technician;divorced;professional.course;no;yes;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
33114;38;admin.;single;high.school;unknown;yes;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
33115;30;admin.;married;unknown;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33116;39;management;married;university.degree;unknown;no;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
33117;44;blue-collar;married;professional.course;no;yes;no;cellular;jun;fri;3;3;1;success;-2.9;92.963;-40.8;1.268;5076.2;no
33118;31;technician;single;university.degree;no;no;no;cellular;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;yes
33119;53;housemaid;married;basic.4y;no;no;yes;cellular;jun;tue;2;999;0;nonexistent;-2.9;92.963;-40.8;1.252;5076.2;yes
33120;53;blue-collar;married;basic.4y;unknown;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
33121;38;blue-collar;single;university.degree;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33122;31;housemaid;divorced;high.school;no;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
33124;46;entrepreneur;married;professional.course;no;yes;yes;cellular;apr;fri;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
33126;37;blue-collar;single;high.school;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-3.4;92.649;-30.1;0.722;5017.5;no
33127;40;blue-collar;divorced;high.school;unknown;no;no;telephone;may;thu;6;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
33128;33;management;married;university.degree;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
33129;28;admin.;married;university.degree;no;yes;yes;cellular;sep;mon;3;999;1;failure;-3.4;92.379;-29.8;0.797;5017.5;no
33130;45;management;married;university.degree;no;no;no;cellular;sep;wed;2;3;2;success;-1.1;94.199;-37.5;0.886;4963.6;yes
33131;31;blue-collar;married;basic.9y;unknown;yes;no;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
33134;30;admin.;married;university.degree;no;yes;yes;telephone;jun;fri;7;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
33135;45;blue-collar;married;basic.4y;unknown;yes;yes;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
33136;53;blue-collar;married;basic.9y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33138;36;self-employed;single;university.degree;no;yes;no;telephone;may;mon;6;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
33139;59;services;single;high.school;no;yes;no;cellular;mar;fri;2;999;0;nonexistent;-1.8;93.369;-34.8;0.636;5008.7;no
33140;43;blue-collar;married;basic.6y;no;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;yes
33141;37;blue-collar;married;unknown;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33142;37;technician;single;university.degree;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33143;43;services;married;basic.6y;unknown;yes;yes;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
33144;29;technician;married;university.degree;no;yes;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33145;57;entrepreneur;married;university.degree;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33146;38;management;married;university.degree;no;yes;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
33147;24;technician;married;professional.course;no;no;yes;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
33148;58;admin.;divorced;university.degree;unknown;yes;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
33149;40;entrepreneur;married;basic.9y;no;yes;no;telephone;jun;thu;3;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
33151;30;technician;single;university.degree;no;no;no;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
33152;41;technician;divorced;high.school;no;yes;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
33153;46;blue-collar;married;professional.course;no;no;no;cellular;sep;mon;2;999;0;nonexistent;-3.4;92.379;-29.8;0.797;5017.5;no
33154;46;technician;married;professional.course;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
33155;27;self-employed;single;university.degree;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1;yes
