status;duration;credit.hist;purpose;credit.amo;savings;employed.time;installment;status.sex;debtors;residence.time;property;age;installment2;housing;num.credits;job;num.people;telephone;foreign;y
< 0 DM;24;existing credits paid back duly till now;radio/television;2384;< 100 DM;>= 7 years;4;male:single;none;4;real estate;64;bank;rent;1;unskilled - resident;1;none;yes;yes
no checking account;18;existing credits paid back duly till now;radio/television;1453;< 100 DM;< 1 year;3;female:divorced/separated/married;none;1;real estate;26;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;12;existing credits paid back duly till now;radio/television;2279;unknown/no savings account;1 <=  and < 4 years;4;male:single;none;4;unknown/no property;37;none;for free;1;skilled employee/official;1;yes;yes;yes
no checking account;15;delay in paying off in the past;radio/television;1478;< 100 DM;1 <=  and < 4 years;4;male:married/widowed;none;3;real estate;33;bank;own;2;skilled employee/official;1;none;yes;yes
no checking account;60;existing credits paid back duly till now;car (new);6527;unknown/no savings account;1 <=  and < 4 years;4;male:single;none;4;unknown/no property;34;none;for free;1;skilled employee/official;2;yes;yes;yes
no checking account;9;existing credits paid back duly till now;radio/television;2753;100 <=  and < 500 DM;>= 7 years;3;male:single;co-applicant;4;car or other;35;none;own;1;skilled employee/official;1;yes;yes;yes
< 0 DM;15;critical account;furniture/equipment;975;< 100 DM;1 <=  and < 4 years;2;male:divorced/separated;none;3;building society savings agreement/life insurance;25;none;own;2;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;24;existing credits paid back duly till now;radio/television;2896;100 <=  and < 500 DM;< 1 year;2;male:single;none;1;car or other;29;none;own;1;skilled employee/official;1;none;yes;yes
< 0 DM;6;critical account;car (new);4716;unknown/no savings account;< 1 year;1;male:single;none;3;real estate;44;none;own;2;unskilled - resident;2;none;yes;yes
0 <=  and < 200 DM;12;existing credits paid back duly till now;radio/television;1103;< 100 DM;4 <=  and < 7 years;4;male:single;guarantor;3;real estate;29;none;own;2;skilled employee/official;1;none;no;yes
>= 200 DM;15;existing credits paid back duly till now;education;1905;< 100 DM;>= 7 years;4;male:single;none;4;car or other;40;none;rent;1;management/self-employed/;1;yes;yes;yes
no checking account;12;existing credits paid back duly till now;furniture/equipment;1123;500 <=  and < 1000 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;4;car or other;29;none;rent;1;unskilled - resident;1;none;yes;no
< 0 DM;48;critical account;car (used);6331;< 100 DM;>= 7 years;4;male:single;none;4;unknown/no property;46;none;for free;2;skilled employee/official;1;yes;yes;no
>= 200 DM;24;existing credits paid back duly till now;radio/television;1377;100 <=  and < 500 DM;>= 7 years;4;female:divorced/separated/married;none;2;unknown/no property;47;none;for free;1;skilled employee/official;1;yes;yes;yes
0 <=  and < 200 DM;30;delay in paying off in the past;business;2503;100 <=  and < 500 DM;>= 7 years;4;male:single;none;2;building society savings agreement/life insurance;41;stores;own;2;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;27;existing credits paid back duly till now;business;2528;< 100 DM;< 1 year;4;female:divorced/separated/married;none;1;building society savings agreement/life insurance;32;none;own;1;skilled employee/official;2;yes;yes;yes
0 <=  and < 200 DM;48;existing credits paid back duly till now;car (new);6560;100 <=  and < 500 DM;4 <=  and < 7 years;3;male:single;none;2;building society savings agreement/life insurance;24;none;own;1;skilled employee/official;1;none;yes;no
0 <=  and < 200 DM;9;existing credits paid back duly till now;radio/television;2118;< 100 DM;1 <=  and < 4 years;2;male:single;none;2;real estate;37;none;own;1;unskilled - resident;2;none;yes;yes
no checking account;18;critical account;radio/television;629;500 <=  and < 1000 DM;>= 7 years;4;male:single;none;3;building society savings agreement/life insurance;32;bank;own;2;management/self-employed/;1;yes;yes;yes
no checking account;21;existing credits paid back duly till now;car (used);2476;unknown/no savings account;>= 7 years;4;male:single;none;4;real estate;46;none;own;1;management/self-employed/;1;yes;yes;yes
< 0 DM;9;critical account;radio/television;1138;< 100 DM;1 <=  and < 4 years;4;male:single;none;4;real estate;25;none;own;2;unskilled - resident;1;none;yes;yes
0 <=  and < 200 DM;60;existing credits paid back duly till now;car (new);14027;< 100 DM;4 <=  and < 7 years;4;male:single;none;2;unknown/no property;27;none;own;1;management/self-employed/;1;yes;yes;no
no checking account;30;critical account;car (used);7596;unknown/no savings account;>= 7 years;1;male:single;none;4;car or other;63;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;30;critical account;radio/television;3077;unknown/no savings account;>= 7 years;3;male:single;none;2;car or other;40;none;own;2;skilled employee/official;2;yes;yes;yes
>= 200 DM;24;critical account;radio/television;3148;unknown/no savings account;1 <=  and < 4 years;3;male:single;none;2;car or other;31;none;own;2;skilled employee/official;1;yes;yes;yes
0 <=  and < 200 DM;20;no credits taken/all credits paid back duly;car (used);6148;100 <=  and < 500 DM;>= 7 years;3;male:married/widowed;none;4;car or other;31;bank;own;2;skilled employee/official;1;yes;yes;yes
>= 200 DM;9;no credits taken/all credits paid back duly;radio/television;1337;< 100 DM;< 1 year;4;male:single;none;2;car or other;34;none;own;2;management/self-employed/;1;yes;yes;no
0 <=  and < 200 DM;6;all credits at this bank paid back duly;education;433;>= 1000 DM;< 1 year;4;female:divorced/separated/married;none;2;building society savings agreement/life insurance;24;bank;rent;1;skilled employee/official;2;none;yes;no
< 0 DM;12;existing credits paid back duly till now;car (new);1228;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;2;real estate;24;none;own;1;unskilled - resident;1;none;yes;no
0 <=  and < 200 DM;9;existing credits paid back duly till now;radio/television;790;500 <=  and < 1000 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;3;real estate;66;none;own;1;unskilled - resident;1;none;yes;yes
no checking account;27;existing credits paid back duly till now;car (new);2570;< 100 DM;1 <=  and < 4 years;3;female:divorced/separated/married;none;3;real estate;21;none;rent;1;skilled employee/official;1;none;yes;no
no checking account;6;critical account;car (new);250;>= 1000 DM;1 <=  and < 4 years;2;female:divorced/separated/married;none;2;real estate;41;bank;own;2;unskilled - resident;1;none;yes;yes
no checking account;15;critical account;radio/television;1316;500 <=  and < 1000 DM;1 <=  and < 4 years;2;male:married/widowed;none;2;building society savings agreement/life insurance;47;none;own;2;unskilled - resident;1;none;yes;yes
< 0 DM;18;existing credits paid back duly till now;radio/television;1882;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;4;car or other;25;bank;rent;2;skilled employee/official;1;none;yes;no
0 <=  and < 200 DM;48;all credits at this bank paid back duly;business;6416;< 100 DM;>= 7 years;4;female:divorced/separated/married;none;3;unknown/no property;59;none;rent;1;skilled employee/official;1;none;yes;no
>= 200 DM;24;critical account;business;1275;>= 1000 DM;1 <=  and < 4 years;2;male:divorced/separated;none;4;real estate;36;none;own;2;skilled employee/official;1;yes;yes;yes
< 0 DM;24;existing credits paid back duly till now;radio/television;1987;< 100 DM;1 <=  and < 4 years;2;male:single;none;4;real estate;21;none;rent;1;unskilled - resident;2;none;yes;no
0 <=  and < 200 DM;8;existing credits paid back duly till now;radio/television;760;< 100 DM;4 <=  and < 7 years;4;female:divorced/separated/married;guarantor;2;real estate;44;none;own;1;unskilled - resident;1;none;yes;yes
0 <=  and < 200 DM;36;all credits at this bank paid back duly;domestic appliances;3990;unknown/no savings account;< 1 year;3;female:divorced/separated/married;none;2;unknown/no property;29;bank;own;1;unemployed/unskilled - non-resident;1;none;yes;yes
< 0 DM;18;existing credits paid back duly till now;car (new);4380;100 <=  and < 500 DM;1 <=  and < 4 years;3;male:single;none;4;car or other;35;none;own;1;unskilled - resident;2;yes;yes;yes
no checking account;6;critical account;car (new);6761;< 100 DM;4 <=  and < 7 years;1;male:single;none;3;unknown/no property;45;none;own;2;management/self-employed/;2;yes;yes;yes
< 0 DM;24;all credits at this bank paid back duly;car (new);2325;100 <=  and < 500 DM;4 <=  and < 7 years;2;male:single;none;3;car or other;32;bank;own;1;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;10;all credits at this bank paid back duly;radio/television;1048;< 100 DM;1 <=  and < 4 years;4;male:single;none;4;real estate;23;stores;own;1;unskilled - resident;1;none;yes;yes
< 0 DM;39;critical account;furniture/equipment;14179;unknown/no savings account;4 <=  and < 7 years;4;male:single;none;4;building society savings agreement/life insurance;30;none;own;2;management/self-employed/;1;yes;yes;yes
< 0 DM;13;critical account;business;1797;< 100 DM;< 1 year;3;male:single;none;1;building society savings agreement/life insurance;28;bank;own;2;unskilled - resident;1;none;yes;yes
< 0 DM;12;existing credits paid back duly till now;car (new);1274;< 100 DM;< 1 year;3;female:divorced/separated/married;none;1;real estate;37;none;own;1;unskilled - resident;1;none;yes;no
< 0 DM;6;existing credits paid back duly till now;furniture/equipment;428;< 100 DM;>= 7 years;2;female:divorced/separated/married;none;1;building society savings agreement/life insurance;49;bank;own;1;skilled employee/official;1;yes;yes;yes
no checking account;30;critical account;radio/television;5771;< 100 DM;4 <=  and < 7 years;4;female:divorced/separated/married;none;2;car or other;25;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;12;delay in paying off in the past;repairs;1555;>= 1000 DM;>= 7 years;4;male:single;none;4;unknown/no property;55;none;for free;2;skilled employee/official;2;none;yes;no
< 0 DM;24;existing credits paid back duly till now;car (new);1285;unknown/no savings account;4 <=  and < 7 years;4;female:divorced/separated/married;none;4;unknown/no property;32;none;rent;1;skilled employee/official;1;none;yes;no
< 0 DM;12;critical account;car (new);691;< 100 DM;>= 7 years;4;male:single;none;3;building society savings agreement/life insurance;35;none;own;2;skilled employee/official;1;none;yes;no
no checking account;15;critical account;car (new);5045;unknown/no savings account;>= 7 years;1;female:divorced/separated/married;none;4;car or other;59;none;own;1;skilled employee/official;1;yes;yes;yes
< 0 DM;18;critical account;furniture/equipment;2124;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;4;real estate;24;none;rent;2;skilled employee/official;1;none;yes;no
< 0 DM;12;existing credits paid back duly till now;radio/television;2214;< 100 DM;1 <=  and < 4 years;4;male:single;none;3;building society savings agreement/life insurance;24;none;own;1;unskilled - resident;1;none;yes;yes
no checking account;21;critical account;car (new);12680;unknown/no savings account;>= 7 years;4;male:single;none;4;unknown/no property;30;none;for free;1;management/self-employed/;1;yes;yes;no
no checking account;24;critical account;car (new);2463;100 <=  and < 500 DM;4 <=  and < 7 years;4;male:married/widowed;none;3;building society savings agreement/life insurance;27;none;own;2;skilled employee/official;1;yes;yes;yes
< 0 DM;30;existing credits paid back duly till now;furniture/equipment;3108;< 100 DM;< 1 year;2;male:divorced/separated;none;4;building society savings agreement/life insurance;31;none;own;1;unskilled - resident;1;none;yes;no
0 <=  and < 200 DM;12;critical account;furniture/equipment;3617;< 100 DM;>= 7 years;1;male:single;none;4;car or other;28;none;rent;3;skilled employee/official;1;yes;yes;yes
no checking account;12;critical account;radio/television;1655;< 100 DM;>= 7 years;2;male:single;none;4;real estate;63;none;own;2;unskilled - resident;1;yes;yes;yes
< 0 DM;24;existing credits paid back duly till now;car (used);2812;unknown/no savings account;>= 7 years;2;female:divorced/separated/married;none;4;real estate;26;none;rent;1;skilled employee/official;1;none;yes;yes
no checking account;24;critical account;radio/television;2223;100 <=  and < 500 DM;>= 7 years;4;male:single;none;4;building society savings agreement/life insurance;52;bank;own;2;skilled employee/official;1;none;yes;yes
< 0 DM;24;existing credits paid back duly till now;car (new);1371;unknown/no savings account;1 <=  and < 4 years;4;female:divorced/separated/married;none;4;real estate;25;none;rent;1;skilled employee/official;1;none;yes;no
no checking account;36;critical account;car (new);3535;< 100 DM;4 <=  and < 7 years;4;male:single;none;4;car or other;37;none;own;2;skilled employee/official;1;yes;yes;yes
< 0 DM;18;existing credits paid back duly till now;radio/television;3509;< 100 DM;4 <=  and < 7 years;4;female:divorced/separated/married;guarantor;1;real estate;25;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;36;critical account;car (used);5711;>= 1000 DM;>= 7 years;4;male:single;none;2;car or other;38;none;own;2;management/self-employed/;1;yes;yes;yes
no checking account;24;critical account;car (new);1940;>= 1000 DM;>= 7 years;4;male:single;none;4;real estate;60;none;own;1;skilled employee/official;1;yes;yes;yes
0 <=  and < 200 DM;12;no credits taken/all credits paid back duly;retraining;1410;< 100 DM;1 <=  and < 4 years;2;male:single;none;2;real estate;31;none;own;1;unskilled - resident;1;yes;yes;yes
0 <=  and < 200 DM;12;existing credits paid back duly till now;car (new);836;100 <=  and < 500 DM;< 1 year;4;female:divorced/separated/married;none;2;building society savings agreement/life insurance;23;bank;own;1;unskilled - resident;1;none;yes;no
0 <=  and < 200 DM;20;existing credits paid back duly till now;car (used);6468;unknown/no savings account;unemployed;1;male:divorced/separated;none;4;real estate;60;none;own;1;management/self-employed/;1;yes;yes;yes
no checking account;22;existing credits paid back duly till now;radio/television;2675;500 <=  and < 1000 DM;>= 7 years;3;male:single;none;4;car or other;40;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;48;critical account;car (used);2751;unknown/no savings account;>= 7 years;4;male:single;none;3;car or other;38;none;own;2;skilled employee/official;2;yes;yes;yes
0 <=  and < 200 DM;48;delay in paying off in the past;education;6224;< 100 DM;>= 7 years;4;male:single;none;4;unknown/no property;50;none;for free;1;skilled employee/official;1;none;yes;no
< 0 DM;40;critical account;education;5998;< 100 DM;1 <=  and < 4 years;4;male:single;none;3;unknown/no property;27;bank;own;1;skilled employee/official;1;yes;yes;no
0 <=  and < 200 DM;21;existing credits paid back duly till now;business;1188;< 100 DM;>= 7 years;2;female:divorced/separated/married;none;4;building society savings agreement/life insurance;39;none;own;1;skilled employee/official;2;none;yes;no
no checking account;24;existing credits paid back duly till now;car (used);6313;unknown/no savings account;>= 7 years;3;male:single;none;4;car or other;41;none;own;1;management/self-employed/;2;yes;yes;yes
>= 200 DM;24;existing credits paid back duly till now;furniture/equipment;2892;< 100 DM;>= 7 years;3;male:divorced/separated;none;4;unknown/no property;51;none;for free;1;skilled employee/official;1;none;yes;yes
no checking account;24;existing credits paid back duly till now;furniture/equipment;3062;500 <=  and < 1000 DM;>= 7 years;4;male:single;none;3;unknown/no property;32;none;rent;1;skilled employee/official;1;yes;yes;yes
< 0 DM;18;existing credits paid back duly till now;car (used);7511;unknown/no savings account;>= 7 years;1;male:single;none;4;building society savings agreement/life insurance;51;none;for free;1;skilled employee/official;2;yes;yes;no
no checking account;12;critical account;furniture/equipment;1258;< 100 DM;< 1 year;2;female:divorced/separated/married;none;4;building society savings agreement/life insurance;22;none;rent;2;unskilled - resident;1;none;yes;yes
no checking account;24;delay in paying off in the past;car (new);717;unknown/no savings account;>= 7 years;4;male:married/widowed;none;4;car or other;54;none;own;2;skilled employee/official;1;yes;yes;yes
0 <=  and < 200 DM;9;existing credits paid back duly till now;car (new);1549;unknown/no savings account;< 1 year;4;male:single;none;2;real estate;35;none;own;1;unemployed/unskilled - non-resident;1;none;yes;yes
< 0 DM;20;critical account;furniture/equipment;4272;< 100 DM;>= 7 years;1;female:divorced/separated/married;none;4;building society savings agreement/life insurance;24;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;12;critical account;radio/television;976;unknown/no savings account;>= 7 years;4;male:single;none;4;car or other;35;none;own;2;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;12;existing credits paid back duly till now;car (new);7472;unknown/no savings account;unemployed;1;female:divorced/separated/married;none;2;real estate;24;none;rent;1;unemployed/unskilled - non-resident;1;none;yes;yes
< 0 DM;36;existing credits paid back duly till now;car (new);9271;< 100 DM;4 <=  and < 7 years;2;male:single;none;1;car or other;24;none;own;1;skilled employee/official;1;yes;yes;no
0 <=  and < 200 DM;6;existing credits paid back duly till now;radio/television;590;< 100 DM;< 1 year;3;male:married/widowed;none;3;real estate;26;none;own;1;unskilled - resident;1;none;no;yes
no checking account;12;critical account;radio/television;930;unknown/no savings account;>= 7 years;4;male:single;none;4;real estate;65;none;own;4;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;42;all credits at this bank paid back duly;car (used);9283;< 100 DM;unemployed;1;male:single;none;2;unknown/no property;55;bank;for free;1;management/self-employed/;1;yes;yes;yes
0 <=  and < 200 DM;15;no credits taken/all credits paid back duly;car (new);1778;< 100 DM;< 1 year;2;female:divorced/separated/married;none;1;real estate;26;none;rent;2;unemployed/unskilled - non-resident;1;none;yes;no
0 <=  and < 200 DM;6;existing credits paid back duly till now;radio/television;484;< 100 DM;4 <=  and < 7 years;3;male:married/widowed;guarantor;3;real estate;28;bank;own;1;unskilled - resident;1;none;yes;yes
< 0 DM;36;critical account;car (used);9629;< 100 DM;4 <=  and < 7 years;4;male:single;none;4;car or other;24;none;own;2;skilled employee/official;1;yes;yes;no
< 0 DM;48;existing credits paid back duly till now;domestic appliances;3051;< 100 DM;1 <=  and < 4 years;3;male:single;none;4;car or other;54;none;own;1;skilled employee/official;1;none;yes;no
< 0 DM;48;existing credits paid back duly till now;car (new);3931;< 100 DM;4 <=  and < 7 years;4;male:single;none;4;unknown/no property;46;none;for free;1;skilled employee/official;2;none;yes;no
no checking account;6;existing credits paid back duly till now;domestic appliances;1338;500 <=  and < 1000 DM;1 <=  and < 4 years;1;male:divorced/separated;none;4;real estate;62;none;own;1;skilled employee/official;1;none;yes;yes
< 0 DM;36;existing credits paid back duly till now;others;15857;< 100 DM;unemployed;2;male:divorced/separated;co-applicant;3;car or other;43;none;own;1;management/self-employed/;1;none;yes;yes
< 0 DM;18;existing credits paid back duly till now;radio/television;1345;< 100 DM;1 <=  and < 4 years;4;male:married/widowed;none;3;real estate;26;bank;own;1;skilled employee/official;1;none;yes;no
no checking account;12;existing credits paid back duly till now;car (new);1101;< 100 DM;1 <=  and < 4 years;3;male:married/widowed;none;2;real estate;27;none;own;2;skilled employee/official;1;yes;yes;yes
>= 200 DM;12;existing credits paid back duly till now;radio/television;3016;< 100 DM;1 <=  and < 4 years;3;male:married/widowed;none;1;car or other;24;none;own;1;skilled employee/official;1;none;yes;yes
< 0 DM;36;existing credits paid back duly till now;furniture/equipment;2712;< 100 DM;>= 7 years;2;male:single;none;2;building society savings agreement/life insurance;41;bank;own;1;skilled employee/official;2;none;yes;no
< 0 DM;21;critical account;car (new);1602;< 100 DM;>= 7 years;4;male:married/widowed;none;3;car or other;30;none;own;2;skilled employee/official;1;yes;yes;yes
< 0 DM;18;critical account;car (new);3966;< 100 DM;>= 7 years;1;female:divorced/separated/married;none;4;real estate;33;bank;rent;3;skilled employee/official;1;yes;yes;no
< 0 DM;36;existing credits paid back duly till now;car (used);8335;unknown/no savings account;>= 7 years;3;male:single;none;4;unknown/no property;47;none;for free;1;skilled employee/official;1;none;yes;no
0 <=  and < 200 DM;48;delay in paying off in the past;business;6681;unknown/no savings account;1 <=  and < 4 years;4;male:single;none;4;unknown/no property;38;none;for free;1;skilled employee/official;2;yes;yes;yes
no checking account;24;delay in paying off in the past;business;2375;500 <=  and < 1000 DM;1 <=  and < 4 years;4;male:single;none;2;car or other;44;none;own;2;skilled employee/official;2;yes;yes;yes
< 0 DM;18;existing credits paid back duly till now;car (new);1216;< 100 DM;< 1 year;4;female:divorced/separated/married;none;3;car or other;23;none;rent;1;skilled employee/official;1;yes;yes;no
< 0 DM;45;no credits taken/all credits paid back duly;business;11816;< 100 DM;>= 7 years;2;male:single;none;4;car or other;29;none;rent;2;skilled employee/official;1;none;yes;no
0 <=  and < 200 DM;24;existing credits paid back duly till now;radio/television;5084;unknown/no savings account;>= 7 years;2;female:divorced/separated/married;none;4;car or other;42;none;own;1;skilled employee/official;1;yes;yes;yes
>= 200 DM;15;existing credits paid back duly till now;radio/television;2327;< 100 DM;< 1 year;2;female:divorced/separated/married;none;3;real estate;25;none;own;1;unskilled - resident;1;none;yes;no
< 0 DM;12;no credits taken/all credits paid back duly;car (new);1082;< 100 DM;1 <=  and < 4 years;4;male:single;none;4;car or other;48;bank;own;2;skilled employee/official;1;none;yes;no
no checking account;12;existing credits paid back duly till now;radio/television;886;unknown/no savings account;1 <=  and < 4 years;4;female:divorced/separated/married;none;2;car or other;21;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;4;existing credits paid back duly till now;furniture/equipment;601;< 100 DM;< 1 year;1;female:divorced/separated/married;none;3;real estate;23;none;rent;1;unskilled - resident;2;none;yes;yes
no checking account;24;critical account;radio/television;2611;< 100 DM;>= 7 years;4;male:married/widowed;co-applicant;3;real estate;46;none;own;2;skilled employee/official;1;none;yes;yes
< 0 DM;36;existing credits paid back duly till now;furniture/equipment;5179;< 100 DM;4 <=  and < 7 years;4;male:single;none;2;building society savings agreement/life insurance;29;none;own;1;skilled employee/official;1;none;yes;no
no checking account;21;delay in paying off in the past;car (used);2993;< 100 DM;1 <=  and < 4 years;3;male:single;none;2;real estate;28;stores;own;2;unskilled - resident;1;none;yes;yes
no checking account;18;existing credits paid back duly till now;repairs;1943;< 100 DM;< 1 year;4;female:divorced/separated/married;none;4;real estate;23;none;own;1;skilled employee/official;1;none;yes;no
no checking account;24;all credits at this bank paid back duly;business;1559;< 100 DM;4 <=  and < 7 years;4;male:single;none;4;car or other;50;bank;own;1;skilled employee/official;1;yes;yes;yes
no checking account;18;existing credits paid back duly till now;furniture/equipment;3422;< 100 DM;>= 7 years;4;male:single;none;4;building society savings agreement/life insurance;47;bank;own;3;skilled employee/official;2;yes;yes;yes
0 <=  and < 200 DM;21;existing credits paid back duly till now;furniture/equipment;3976;unknown/no savings account;4 <=  and < 7 years;2;male:single;none;3;car or other;35;none;own;1;skilled employee/official;1;yes;yes;yes
no checking account;18;existing credits paid back duly till now;car (new);6761;unknown/no savings account;1 <=  and < 4 years;2;male:single;none;4;car or other;68;none;rent;2;skilled employee/official;1;none;yes;no
no checking account;24;existing credits paid back duly till now;car (new);1249;< 100 DM;< 1 year;4;male:married/widowed;none;2;real estate;28;none;own;1;skilled employee/official;1;none;yes;yes
< 0 DM;12;existing credits paid back duly till now;radio/television;709;< 100 DM;>= 7 years;4;male:single;none;4;real estate;57;stores;own;1;unskilled - resident;1;none;yes;no
< 0 DM;20;critical account;car (new);2235;< 100 DM;1 <=  and < 4 years;4;male:married/widowed;guarantor;2;building society savings agreement/life insurance;33;bank;rent;2;skilled employee/official;1;none;no;no
< 0 DM;18;all credits at this bank paid back duly;car (new);1442;< 100 DM;4 <=  and < 7 years;4;male:single;none;4;unknown/no property;32;none;for free;2;unskilled - resident;2;none;yes;no
no checking account;36;delay in paying off in the past;car (new);10875;< 100 DM;>= 7 years;2;male:single;none;2;car or other;45;none;own;2;skilled employee/official;2;yes;yes;yes
no checking account;24;existing credits paid back duly till now;car (new);1474;100 <=  and < 500 DM;< 1 year;4;male:married/widowed;none;3;real estate;33;none;own;1;skilled employee/official;1;yes;yes;yes
no checking account;15;critical account;furniture/equipment;3343;< 100 DM;1 <=  and < 4 years;4;male:single;none;2;unknown/no property;28;none;for free;1;skilled employee/official;1;yes;yes;yes
no checking account;9;existing credits paid back duly till now;car (new);3577;100 <=  and < 500 DM;1 <=  and < 4 years;1;male:single;guarantor;2;real estate;26;none;rent;1;skilled employee/official;2;none;no;yes
no checking account;24;critical account;car (used);5804;>= 1000 DM;1 <=  and < 4 years;4;male:single;none;2;real estate;27;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;18;delay in paying off in the past;business;2169;< 100 DM;1 <=  and < 4 years;4;male:married/widowed;none;2;car or other;28;none;own;1;skilled employee/official;1;yes;yes;no
< 0 DM;24;existing credits paid back duly till now;radio/television;2439;< 100 DM;< 1 year;4;female:divorced/separated/married;none;4;real estate;35;none;own;1;skilled employee/official;1;yes;yes;no
no checking account;10;existing credits paid back duly till now;furniture/equipment;2210;< 100 DM;1 <=  and < 4 years;2;male:single;none;2;real estate;25;bank;rent;1;unskilled - resident;1;none;yes;no
no checking account;15;existing credits paid back duly till now;furniture/equipment;2221;500 <=  and < 1000 DM;1 <=  and < 4 years;2;female:divorced/separated/married;none;4;car or other;20;none;rent;1;skilled employee/official;1;none;yes;yes
< 0 DM;18;existing credits paid back duly till now;radio/television;2389;< 100 DM;< 1 year;4;female:divorced/separated/married;none;1;car or other;27;stores;own;1;skilled employee/official;1;none;yes;yes
no checking account;12;critical account;furniture/equipment;3331;< 100 DM;>= 7 years;2;male:single;none;4;building society savings agreement/life insurance;42;stores;own;1;skilled employee/official;1;none;yes;yes
no checking account;36;existing credits paid back duly till now;business;7409;unknown/no savings account;>= 7 years;3;male:single;none;2;building society savings agreement/life insurance;37;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;36;delay in paying off in the past;furniture/equipment;7678;500 <=  and < 1000 DM;4 <=  and < 7 years;2;female:divorced/separated/married;none;4;car or other;40;none;own;2;skilled employee/official;1;yes;yes;yes
>= 200 DM;6;critical account;car (new);1343;< 100 DM;>= 7 years;1;male:single;none;4;real estate;46;none;own;2;skilled employee/official;2;none;no;yes
no checking account;15;existing credits paid back duly till now;domestic appliances;874;unknown/no savings account;< 1 year;4;female:divorced/separated/married;none;1;real estate;24;none;own;1;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;11;critical account;car (new);1322;>= 1000 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;4;car or other;40;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;36;existing credits paid back duly till now;radio/television;3595;< 100 DM;>= 7 years;4;male:single;none;2;car or other;28;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;30;critical account;radio/television;6742;unknown/no savings account;4 <=  and < 7 years;2;male:single;none;3;building society savings agreement/life insurance;36;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;24;existing credits paid back duly till now;car (used);7814;< 100 DM;4 <=  and < 7 years;3;male:single;none;3;car or other;38;none;own;1;management/self-employed/;1;yes;yes;yes
no checking account;24;existing credits paid back duly till now;car (used);9277;unknown/no savings account;1 <=  and < 4 years;2;male:divorced/separated;none;4;unknown/no property;48;none;for free;1;skilled employee/official;1;yes;yes;yes
no checking account;18;critical account;radio/television;1098;< 100 DM;unemployed;4;female:divorced/separated/married;none;4;car or other;65;none;own;2;unemployed/unskilled - non-resident;1;none;yes;yes
0 <=  and < 200 DM;24;existing credits paid back duly till now;furniture/equipment;4057;< 100 DM;4 <=  and < 7 years;3;male:divorced/separated;none;3;car or other;43;none;own;1;skilled employee/official;1;yes;yes;no
0 <=  and < 200 DM;48;existing credits paid back duly till now;business;15672;< 100 DM;1 <=  and < 4 years;2;male:single;none;2;car or other;23;none;own;1;skilled employee/official;1;yes;yes;no
no checking account;28;all credits at this bank paid back duly;car (used);7824;unknown/no savings account;< 1 year;3;male:single;guarantor;4;real estate;40;bank;rent;2;skilled employee/official;2;yes;yes;yes
< 0 DM;27;critical account;business;2442;< 100 DM;>= 7 years;4;male:single;none;4;car or other;43;stores;own;4;management/self-employed/;2;yes;yes;yes
no checking account;15;critical account;radio/television;1829;< 100 DM;>= 7 years;4;male:single;none;4;car or other;46;none;own;2;skilled employee/official;1;yes;yes;yes
< 0 DM;12;critical account;car (new);2171;< 100 DM;1 <=  and < 4 years;4;male:single;none;4;building society savings agreement/life insurance;38;bank;own;2;unskilled - resident;1;none;no;yes
0 <=  and < 200 DM;36;critical account;car (used);5800;< 100 DM;1 <=  and < 4 years;3;male:single;none;4;car or other;34;none;own;2;skilled employee/official;1;yes;yes;yes
no checking account;18;critical account;radio/television;1169;unknown/no savings account;1 <=  and < 4 years;4;male:single;none;3;building society savings agreement/life insurance;29;none;own;2;skilled employee/official;1;yes;yes;yes
no checking account;36;delay in paying off in the past;car (used);8947;unknown/no savings account;4 <=  and < 7 years;3;male:single;none;2;car or other;31;stores;own;1;management/self-employed/;2;yes;yes;yes
< 0 DM;21;existing credits paid back duly till now;radio/television;2606;< 100 DM;< 1 year;4;female:divorced/separated/married;none;4;building society savings agreement/life insurance;28;none;rent;1;management/self-employed/;1;yes;yes;yes
